date,mktrf,smb,hml,rmw,cma,rf,umd
09/04/2018,0.003000,-0.002400,-0.005200,-0.007500,-0.002800,0.00007,0.006000
10/04/2018,0.017700,0.003300,-0.001200,-0.008400,0.005500,0.00007,0.003900
11/04/2018,-0.004900,0.007900,-0.003100,-0.006100,0.003000,0.00007,-0.005300
12/04/2018,0.008400,-0.001700,0.001800,-0.002100,0.000800,0.00007,0.012600
13/04/2018,-0.003700,-0.001100,-0.002500,-0.000700,0.002000,0.00007,-0.008000
16/04/2018,0.008200,0.001500,-0.000200,0.008000,0.000300,0.00007,-0.000200
17/04/2018,0.010900,0.000100,-0.011800,-0.002400,-0.004100,0.00007,0.010800
18/04/2018,0.001300,0.002000,0.000200,-0.002800,0.004900,0.00007,0.000400
19/04/2018,-0.004900,-0.003100,0.010800,-0.004800,0.000600,0.00007,0.006400
20/04/2018,-0.008100,0.001000,0.005800,-0.005400,0.002800,0.00007,0.000500
23/04/2018,-0.000500,-0.000700,0.001900,0.003000,0.001000,0.00007,-0.002900
24/04/2018,-0.013000,0.006500,0.010200,0.000500,0.000900,0.00007,-0.010300
25/04/2018,0.001000,-0.002800,0.000600,0.004100,0.001200,0.00007,-0.005600
26/04/2018,0.009600,-0.005400,-0.008400,-0.005300,-0.004200,0.00007,0.009900
27/04/2018,0.000100,-0.002600,0.000400,0.006100,0.000900,0.00007,0.002900
30/04/2018,-0.008000,-0.000600,-0.000900,-0.004100,-0.000600,0.00007,0.002300
01/05/2018,0.002400,0.002500,-0.005300,-0.000500,-0.009500,0.00006,0.004300
02/05/2018,-0.006300,0.012500,-0.003600,0.000400,0.000200,0.00006,0.004000
03/05/2018,-0.002500,-0.006100,-0.001500,0.000500,-0.001200,0.00006,0.009000
04/05/2018,0.013000,-0.000200,-0.002000,-0.004200,0.000000,0.00006,-0.004000
07/05/2018,0.004200,0.003800,-0.003300,-0.005300,-0.002200,0.00006,0.003800
08/05/2018,0.000700,0.005100,0.002400,-0.002500,0.000800,0.00006,0.004800
09/05/2018,0.008900,-0.002900,0.002500,-0.008800,0.001300,0.00006,0.002200
10/05/2018,0.008500,-0.003700,-0.000400,0.002300,-0.003300,0.00006,-0.001600
11/05/2018,0.001900,0.001400,-0.003800,0.002500,0.001100,0.00006,0.001400
14/05/2018,0.000500,-0.003000,0.001100,-0.002000,0.004900,0.00006,-0.003600
15/05/2018,-0.005500,0.007100,0.004000,-0.000700,0.003700,0.00006,-0.000900
16/05/2018,0.004900,0.006900,-0.002500,0.003600,0.000700,0.00006,-0.000200
17/05/2018,0.000200,0.008600,0.002900,-0.003500,0.004300,0.00006,0.002000
18/05/2018,-0.002300,0.004500,-0.006100,0.001200,-0.001800,0.00006,0.006300
21/05/2018,0.007200,-0.001800,0.004400,0.001700,0.001100,0.00006,0.002400
22/05/2018,-0.004200,-0.006500,0.006100,-0.003300,-0.004100,0.00006,-0.002500
23/05/2018,0.002900,-0.000600,-0.007000,0.000000,-0.003300,0.00006,0.004100
24/05/2018,-0.001600,0.003400,-0.003500,0.005000,0.001100,0.00006,0.001400
25/05/2018,-0.002100,0.002400,-0.003900,0.005500,-0.005800,0.00006,-0.005700
29/05/2018,-0.010400,0.011100,-0.010300,0.001900,-0.000100,0.00006,-0.000900
30/05/2018,0.013100,0.000400,0.003700,-0.007100,0.001700,0.00006,0.002600
31/05/2018,-0.007000,0.000500,-0.004200,-0.005000,-0.001100,0.00006,0.003900
01/06/2018,0.010600,-0.002100,-0.001100,-0.000600,-0.001700,0.00006,0.006400
04/06/2018,0.004800,0.001800,-0.004500,0.010300,-0.004200,0.00006,0.001400
05/06/2018,0.001700,0.007800,-0.004400,0.002200,0.001600,0.00006,0.003600
06/06/2018,0.008600,-0.002800,0.002000,-0.000200,0.001700,0.00006,0.000300
07/06/2018,-0.001400,-0.002600,0.009300,0.001700,0.005900,0.00006,-0.009100
08/06/2018,0.003100,0.000400,-0.004000,0.002400,-0.001900,0.00006,-0.001100
11/06/2018,0.001200,0.001500,-0.001700,0.002100,0.002400,0.00006,-0.006200
12/06/2018,0.002300,0.001800,-0.006300,0.000800,-0.001400,0.00006,0.001300
13/06/2018,-0.003300,0.000300,-0.002000,-0.005400,-0.001900,0.00006,0.002400
14/06/2018,0.002700,0.002000,-0.010000,-0.000300,-0.006100,0.00006,-0.002300
15/06/2018,-0.000800,0.001200,-0.002400,0.006500,-0.002200,0.00006,-0.008900
18/06/2018,-0.000900,0.007400,0.000800,-0.004100,0.000900,0.00006,0.007300
19/06/2018,-0.003800,0.005400,-0.001400,-0.002300,-0.004600,0.00006,-0.006600
20/06/2018,0.002300,0.006600,-0.005100,-0.001500,0.001000,0.00006,0.003200
21/06/2018,-0.007300,-0.005500,0.003300,0.004500,0.000000,0.00006,-0.003400
22/06/2018,0.001100,-0.000800,0.004600,-0.005300,0.009200,0.00006,-0.006300
25/06/2018,-0.014800,-0.004500,0.005700,0.006200,-0.000200,0.00006,-0.011300
26/06/2018,0.002700,0.005100,-0.002400,-0.004800,0.001300,0.00006,0.004400
27/06/2018,-0.010200,-0.010000,0.003600,-0.000600,0.004700,0.00006,-0.003400
28/06/2018,0.005800,-0.002100,-0.005100,-0.001700,-0.005100,0.00006,0.004800
29/06/2018,0.000700,-0.002400,-0.002400,-0.002400,-0.000100,0.00006,-0.000200
02/07/2018,0.003600,0.004500,-0.002500,-0.000800,-0.005500,0.00008,0.005700
03/07/2018,-0.004400,0.007600,-0.000200,-0.002900,0.004500,0.00008,-0.006400
05/07/2018,0.008700,0.003900,-0.004300,0.003400,-0.001700,0.00008,-0.003200
06/07/2018,0.008800,-0.000200,-0.003000,-0.002500,-0.001400,0.00008,0.000900
09/07/2018,0.009300,-0.002900,0.008600,0.000300,-0.002200,0.00008,0.004900
10/07/2018,0.002100,-0.008200,-0.001700,0.001000,0.002700,0.00008,-0.002100
11/07/2018,-0.006900,-0.000600,-0.004500,-0.001200,-0.003000,0.00008,0.000200
12/07/2018,0.008600,-0.004400,-0.011400,-0.000400,-0.004700,0.00008,0.005400
13/07/2018,0.000800,-0.001800,-0.002900,0.003400,0.001900,0.00008,0.002000
16/07/2018,-0.001600,-0.006100,0.009800,-0.002000,-0.001400,0.00008,0.003900
17/07/2018,0.004800,0.001700,-0.007500,0.001200,-0.002400,0.00008,0.004000
18/07/2018,0.002700,-0.001400,0.006700,-0.001500,-0.001700,0.00008,0.003800
19/07/2018,-0.003400,0.009100,-0.003600,0.001600,0.000400,0.00008,-0.000800
20/07/2018,-0.001000,-0.001700,0.001300,0.001000,-0.002200,0.00008,0.002600
23/07/2018,0.001500,-0.002000,0.005500,-0.002200,-0.001800,0.00008,0.003800
24/07/2018,0.002200,-0.013200,0.003900,0.004900,0.001000,0.00008,-0.003700
25/07/2018,0.008300,-0.005900,-0.010600,0.000800,-0.003700,0.00008,0.011100
26/07/2018,-0.002000,0.007600,0.005700,-0.000400,0.005900,0.00008,-0.009900
27/07/2018,-0.008200,-0.012100,0.010700,0.005200,0.004800,0.00008,-0.013300
30/07/2018,-0.007000,0.000200,0.015600,0.003200,0.010100,0.00008,-0.014200
31/07/2018,0.005100,0.007300,-0.011100,0.002800,0.002500,0.00008,0.000800
01/08/2018,-0.001300,-0.000200,-0.001800,-0.001800,-0.008000,0.00007,0.011000
02/08/2018,0.006700,0.001700,-0.006700,0.000000,-0.005900,0.00007,0.008300
03/08/2018,0.003100,-0.009200,0.005200,0.006300,0.003500,0.00007,-0.008100
06/08/2018,0.004600,0.002200,-0.003300,-0.003100,-0.002100,0.00007,0.003700
07/08/2018,0.002900,-0.000200,-0.001700,-0.003100,-0.001500,0.00007,0.003100
08/08/2018,-0.000400,-0.001100,0.002600,-0.000200,-0.000700,0.00007,0.003500
09/08/2018,-0.000500,0.003400,-0.003600,0.000300,-0.002500,0.00007,0.000900
10/08/2018,-0.006000,0.003100,-0.002100,-0.002600,0.002100,0.00007,0.007100
13/08/2018,-0.004600,-0.002100,-0.003000,0.003000,0.000200,0.00007,-0.000300
14/08/2018,0.006900,0.003100,0.002100,0.003500,0.001800,0.00007,0.003700
15/08/2018,-0.009100,-0.005200,-0.001200,0.006300,-0.001100,0.00007,-0.011100
16/08/2018,0.008600,-0.000400,0.002600,-0.000800,0.004000,0.00007,-0.003700
17/08/2018,0.003000,0.001300,0.000200,0.002200,0.002000,0.00007,-0.003400
20/08/2018,0.002500,0.001500,0.001400,0.001100,0.001300,0.00007,0.001500
21/08/2018,0.003300,0.009200,0.001200,-0.002200,-0.002300,0.00007,0.001600
22/08/2018,0.000500,0.002800,-0.003500,-0.005000,-0.002700,0.00007,0.009700
23/08/2018,-0.001900,-0.001000,-0.003300,0.000000,-0.001800,0.00007,0.006300
24/08/2018,0.006200,-0.000800,-0.005800,-0.003000,-0.001900,0.00007,0.003100
27/08/2018,0.007400,-0.006200,-0.001600,-0.002100,-0.003600,0.00007,0.000300
28/08/2018,-0.000100,-0.001200,-0.002800,0.001100,-0.000500,0.00007,0.002000
29/08/2018,0.005600,-0.001400,-0.005800,-0.001500,-0.002800,0.00007,0.004400
30/08/2018,-0.004100,0.002300,-0.004200,-0.002200,-0.001300,0.00007,0.003000
31/08/2018,0.000800,0.004500,-0.003900,0.001500,-0.001300,0.00007,0.003000
04/09/2018,-0.001100,-0.003300,0.000100,-0.000500,-0.001500,0.00008,0.007400
05/09/2018,-0.004100,-0.000400,0.006600,0.004600,0.005900,0.00008,-0.014800
06/09/2018,-0.004400,-0.003600,-0.002400,0.004300,0.003300,0.00008,0.000100
07/09/2018,-0.001800,0.000700,-0.002100,0.000300,0.000500,0.00008,-0.001800
10/09/2018,0.002300,0.000800,-0.003700,0.000700,-0.002500,0.00008,0.000700
11/09/2018,0.003700,-0.003400,-0.002400,-0.001300,-0.003900,0.00008,0.008000
12/09/2018,0.000300,-0.001200,-0.002200,0.000500,0.005400,0.00008,-0.008600
13/09/2018,0.004500,-0.004900,-0.004000,0.000400,-0.000400,0.00008,0.002000
14/09/2018,0.001200,0.003200,0.002500,-0.001100,-0.000500,0.00008,-0.001500
17/09/2018,-0.007100,-0.003500,0.008400,0.003200,0.007400,0.00008,-0.013300
18/09/2018,0.005700,0.000300,-0.004900,-0.002400,-0.002200,0.00008,0.003700
19/09/2018,0.000600,-0.005000,0.012800,-0.004500,-0.000100,0.00008,-0.011100
20/09/2018,0.007700,0.002900,-0.002200,0.000700,-0.000900,0.00008,-0.001900
21/09/2018,-0.001300,-0.004200,0.003000,0.002600,0.006500,0.00008,-0.003200
24/09/2018,-0.003100,-0.000500,-0.009100,-0.004800,-0.002900,0.00008,0.013700
25/09/2018,-0.000500,0.002000,-0.003800,-0.003400,-0.000700,0.00008,0.012600
26/09/2018,-0.004000,-0.004800,-0.006300,0.004800,0.001100,0.00008,0.001200
27/09/2018,0.002700,-0.003400,-0.005500,0.001100,-0.003300,0.00008,0.002300
28/09/2018,-0.000300,0.003400,-0.002000,0.001100,0.001900,0.00008,0.002800
01/10/2018,0.001600,-0.016200,0.003400,-0.001200,0.000400,0.00008,-0.001400
02/10/2018,-0.002100,-0.009400,0.006000,0.001300,0.003600,0.00008,-0.011000
03/10/2018,0.002000,0.008900,0.005000,-0.003600,-0.002100,0.00008,0.001400
04/10/2018,-0.009300,-0.008000,0.015800,0.001300,0.007700,0.00008,-0.008300
