NIKKEI 225 Index (xNIKKE)
Dailyprices from 12-Feb-2020 to 10-Feb-2025
Currency: JPY
Date,Close,Open,High,Low,
10-Feb-2025,38801.17,38736.37,38895.74,38606.32
07-Feb-2025,38787.02,38907.76,39007.94,38753.2
06-Feb-2025,39066.53,38977.58,39190.13,38851.51
05-Feb-2025,38831.48,38979.21,39118.95,38682.18
04-Feb-2025,38798.37,39078.66,39192.51,38590.96
03-Feb-2025,38520.09,38932.66,38948.61,38401.82
31-Jan-2025,39572.49,39574.38,39681.82,39458.95
30-Jan-2025,39513.97,39302.85,39600.93,39221.36
29-Jan-2025,39414.78,39273.8,39448.24,39129.14
28-Jan-2025,39016.87,39400.02,39448.55,38886.05
27-Jan-2025,39565.8,40127.74,40255.68,39520.79
24-Jan-2025,39931.98,40060.49,40279.79,39806.69
23-Jan-2025,39958.87,39810.06,40036.07,39677.22
22-Jan-2025,39646.25,39355.22,39694.57,39332.63
21-Jan-2025,39027.98,39163.53,39238.21,38643.84
20-Jan-2025,38902.5,38671.77,39032.93,38671.77
17-Jan-2025,38451.46,38454.1,38503.94,38055.68
16-Jan-2025,38572.6,38732.65,38932.54,38426.2
15-Jan-2025,38444.58,38721.61,38774.99,38316.01
14-Jan-2025,38474.3,39010.96,39054.35,38305.91
10-Jan-2025,39190.4,39550.25,39591.46,39166.05
09-Jan-2025,39605.09,39888.91,39930.07,39385.05
08-Jan-2025,39981.06,39879.36,40105.72,39705.81
07-Jan-2025,40083.3,39584.36,40288.8,39584.36
06-Jan-2025,39307.05,39945.42,39993.5,39232.78
30-Dec-2024,39894.54,40325.78,40325.78,39864.46
27-Dec-2024,40281.16,39672.15,40398.23,39669.39
26-Dec-2024,39568.06,39129.31,39592.28,39110.92
25-Dec-2024,39130.43,39168.52,39180.59,38927.16
24-Dec-2024,39036.85,39210.23,39245.75,38995.76
23-Dec-2024,39161.34,39040.72,39210.17,38847.13
20-Dec-2024,38701.9,38950.28,39039.68,38701.9
19-Dec-2024,38813.58,38522.27,38913.07,38355.52
18-Dec-2024,39081.71,39176.88,39382.69,39081.71
17-Dec-2024,39364.68,39589.65,39796.22,39364.68
16-Dec-2024,39457.49,39551.22,39632.17,39371.42
13-Dec-2024,39470.44,39624.05,39734.99,39247.41
12-Dec-2024,39849.14,39849.97,40091.55,39827.59
11-Dec-2024,39372.23,39357.77,39401.93,39112.8
10-Dec-2024,39367.58,39375.49,39465.14,39171.69
09-Dec-2024,39160.5,39332.55,39332.55,38972.78
06-Dec-2024,39091.17,39371.56,39468.47,38940.44
05-Dec-2024,39395.6,39610.43,39632.3,39323.04
04-Dec-2024,39276.39,39354,39417.08,39062.03
03-Dec-2024,39248.86,38748.65,39427.37,38746.05
02-Dec-2024,38513.02,38216.95,38552.41,37958.55
29-Nov-2024,38208.03,38205.08,38270.06,37986.97
28-Nov-2024,38349.06,37935.94,38478.32,37801.62
27-Nov-2024,38134.97,38327.86,38332.45,37988.99
26-Nov-2024,38442,38596.76,38596.76,38020.08
25-Nov-2024,38780.14,38679.93,39053.64,38672.17
22-Nov-2024,38283.85,38146.98,38420.63,38085.13
21-Nov-2024,38026.17,38352.87,38374.69,37945.21
20-Nov-2024,38352.34,38475.7,38520.45,38180.15
19-Nov-2024,38414.43,38396.72,38560.1,38246.36
18-Nov-2024,38220.85,38259.59,38548.3,38150.39
15-Nov-2024,38642.91,38749.56,39101.64,38642.91
14-Nov-2024,38535.7,38911.04,39084.44,38535.7
13-Nov-2024,38721.66,39317.15,39377.24,38600.26
12-Nov-2024,39376.09,39642.78,39866.72,39137.89
11-Nov-2024,39533.32,39417.21,39598.74,39315.61
08-Nov-2024,39500.37,39783.45,39818.41,39377.87
07-Nov-2024,39381.41,39745.23,39884.01,39020.22
06-Nov-2024,39480.67,38677.95,39664.53,38662.17
05-Nov-2024,38474.9,38274.22,38620.19,38159.73
01-Nov-2024,38053.67,38504.35,38512.83,37946.66
31-Oct-2024,39081.25,39179.72,39249.21,38832.21
30-Oct-2024,39277.39,39102.89,39417.88,39094.3
29-Oct-2024,38903.68,38524.3,38903.68,38416.85
28-Oct-2024,38605.53,37757.95,38740.17,37757.95
25-Oct-2024,37913.92,37954.78,38028.14,37713
24-Oct-2024,38143.29,37804.52,38320.39,37712.19
23-Oct-2024,38104.86,38397.28,38514.33,37987.62
22-Oct-2024,38411.96,38933.6,38995.03,38200.82
21-Oct-2024,38954.6,38960.2,39119.67,38775.59
18-Oct-2024,38981.75,39092.47,39186.64,38893.52
17-Oct-2024,38911.19,39263.82,39299.74,38911.19
16-Oct-2024,39180.3,39362.63,39362.63,39062.85
15-Oct-2024,39910.55,40047.15,40257.34,39910.55
11-Oct-2024,39605.8,39636.87,39668.93,39415.26
10-Oct-2024,39380.89,39575.8,39616.59,39282.19
09-Oct-2024,39277.96,39385.49,39456.28,39115.63
08-Oct-2024,38937.54,39021.13,39117.09,38817.54
07-Oct-2024,39332.74,39239.92,39560.78,39195.93
04-Oct-2024,38635.62,38594.73,38735.29,38501.82
03-Oct-2024,38552.06,38459.13,38856.75,38457.62
02-Oct-2024,37808.76,38136.2,38213.54,37651.07
01-Oct-2024,38651.97,38232.47,38718.13,38232.47
30-Sep-2024,37919.55,39117.83,39126.36,37797.91
27-Sep-2024,39829.56,39108.27,39829.56,38917.98
26-Sep-2024,38925.63,38266.79,38925.63,38240.65
25-Sep-2024,37870.26,37947.35,38109.24,37868.84
24-Sep-2024,37940.59,38171.36,38427.15,37902.99
20-Sep-2024,37723.91,37714.07,37974.72,37654.11
19-Sep-2024,37155.33,36958.93,37394.52,36958.93
18-Sep-2024,36380.17,36546.04,36675.07,36127.45
17-Sep-2024,36203.22,36601.93,36663.18,35828.54
13-Sep-2024,36581.76,36882.41,36887.4,36441.34
12-Sep-2024,36833.27,36185.62,36902.21,36172.26
11-Sep-2024,35619.77,36029.9,36056.87,35253.43
10-Sep-2024,36159.16,36386.12,36537.03,36001.58
09-Sep-2024,36215.75,35805.82,36248.12,35247.87
06-Sep-2024,36391.47,36815,36898.28,36235.61
05-Sep-2024,36657.09,36536.25,37099.96,36359.23
04-Sep-2024,37047.61,38039.91,38080.02,36879.33
03-Sep-2024,38686.31,38745.76,38967.56,38581.55
02-Sep-2024,38700.87,39025.31,39080.64,38476.51
30-Aug-2024,38647.75,38388.04,38669.79,38316.87
29-Aug-2024,38362.53,38119.95,38401.15,37970.2
28-Aug-2024,38371.76,38221.38,38399.91,38141.49
